#Wavelength (nm)	Absorption cross-section (cm2/molecule)
322.00	2.64E-20
322.01	2.85E-20
322.02	2.80E-20
322.02	2.65E-20
322.03	2.54E-20
322.04	2.52E-20
322.05	2.48E-20
322.06	2.40E-20
322.07	2.39E-20
322.07	2.38E-20
322.08	2.41E-20
322.09	2.51E-20
322.10	2.67E-20
322.11	2.79E-20
322.12	2.86E-20
322.12	2.88E-20
322.13	2.90E-20
322.14	3.04E-20
322.15	3.02E-20
322.16	2.83E-20
322.16	2.77E-20
322.17	2.80E-20
322.18	2.79E-20
322.19	2.78E-20
322.20	2.88E-20
322.21	2.94E-20
322.21	2.98E-20
322.22	2.94E-20
322.23	2.72E-20
322.24	2.48E-20
322.25	2.47E-20
322.25	2.46E-20
322.26	2.42E-20
322.27	2.36E-20
322.28	2.38E-20
322.29	2.42E-20
322.30	2.43E-20
322.30	2.48E-20
322.31	2.56E-20
322.32	2.61E-20
322.33	2.59E-20
322.34	2.48E-20
322.35	2.47E-20
322.35	2.55E-20
322.36	2.59E-20
322.37	2.29E-20
322.38	2.37E-20
322.39	2.69E-20
322.39	2.82E-20
322.40	2.73E-20
322.41	2.69E-20
322.42	2.81E-20
322.43	2.86E-20
322.44	2.84E-20
322.44	2.74E-20
322.45	2.61E-20
322.46	2.44E-20
322.47	2.33E-20
322.48	2.34E-20
322.48	2.37E-20
322.49	2.38E-20
322.50	2.42E-20
322.51	2.62E-20
322.52	2.76E-20
322.53	2.86E-20
322.53	3.00E-20
322.54	3.17E-20
322.55	3.12E-20
322.56	3.14E-20
322.57	3.33E-20
322.57	3.33E-20
322.58	3.26E-20
322.59	3.50E-20
322.60	3.62E-20
322.61	3.30E-20
322.62	3.32E-20
322.62	3.47E-20
322.63	3.45E-20
322.64	3.35E-20
322.65	3.24E-20
322.66	3.19E-20
322.67	3.23E-20
322.67	3.20E-20
322.68	2.95E-20
322.69	3.30E-20
322.70	3.20E-20
322.71	2.87E-20
322.71	2.78E-20
322.72	2.97E-20
322.73	2.50E-20
322.74	2.40E-20
322.75	2.63E-20
322.76	2.63E-20
322.76	2.37E-20
322.77	2.21E-20
322.78	2.26E-20
322.79	2.46E-20
322.80	2.50E-20
322.80	2.38E-20
322.81	2.22E-20
322.82	2.19E-20
322.83	2.25E-20
322.84	2.38E-20
322.85	2.40E-20
322.85	2.25E-20
322.86	2.01E-20
322.87	1.83E-20
322.88	1.91E-20
322.89	2.06E-20
322.90	2.12E-20
322.90	2.01E-20
322.91	1.93E-20
322.92	2.04E-20
322.93	2.17E-20
322.94	2.11E-20
322.94	1.89E-20
322.95	1.75E-20
322.96	1.90E-20
322.97	1.96E-20
322.98	1.87E-20
322.99	1.67E-20
322.99	1.50E-20
323.00	1.58E-20
323.01	1.68E-20
323.02	1.70E-20
323.03	1.64E-20
323.03	1.53E-20
323.04	1.45E-20
323.05	1.49E-20
323.06	1.57E-20
323.07	1.66E-20
323.08	1.64E-20
323.08	1.41E-20
323.09	1.43E-20
323.10	1.52E-20
323.11	1.49E-20
323.12	1.48E-20
323.12	1.59E-20
323.13	1.47E-20
323.14	1.37E-20
323.15	1.40E-20
323.16	1.36E-20
323.17	1.26E-20
323.17	1.35E-20
323.18	1.45E-20
323.19	1.43E-20
323.20	1.39E-20
323.21	1.33E-20
323.22	1.28E-20
323.22	1.46E-20
323.23	1.32E-20
323.24	1.22E-20
323.25	1.33E-20
323.26	1.51E-20
323.26	1.23E-20
323.27	1.22E-20
323.28	1.34E-20
323.29	1.30E-20
323.30	1.20E-20
323.31	1.29E-20
323.31	1.33E-20
323.32	1.29E-20
323.33	1.20E-20
323.34	1.15E-20
323.35	1.24E-20
323.35	1.38E-20
323.36	1.21E-20
323.37	1.32E-20
323.38	1.46E-20
323.39	1.44E-20
323.40	1.21E-20
323.40	1.23E-20
323.41	1.21E-20
323.42	1.15E-20
323.43	1.10E-20
323.44	1.13E-20
323.45	1.25E-20
323.45	1.22E-20
323.46	1.23E-20
323.47	1.24E-20
323.48	1.22E-20
323.49	1.09E-20
323.49	1.20E-20
323.50	1.26E-20
323.51	1.25E-20
323.52	1.20E-20
323.53	1.15E-20
323.54	1.24E-20
323.54	1.37E-20
323.55	1.35E-20
323.56	1.32E-20
323.57	1.45E-20
323.58	1.49E-20
323.58	1.29E-20
323.59	1.25E-20
323.60	1.26E-20
323.61	1.21E-20
323.62	1.14E-20
323.63	1.34E-20
323.63	1.34E-20
323.64	1.22E-20
323.65	1.14E-20
323.66	1.22E-20
323.67	1.24E-20
323.68	1.38E-20
323.68	1.43E-20
323.69	1.33E-20
323.70	1.16E-20
323.71	1.26E-20
323.72	1.23E-20
323.72	1.20E-20
323.73	1.19E-20
323.74	1.17E-20
323.75	1.04E-20
323.76	1.18E-20
323.77	1.33E-20
323.77	1.38E-20
323.78	1.39E-20
323.79	1.51E-20
323.80	1.63E-20
323.81	1.52E-20
323.81	1.47E-20
323.82	1.52E-20
323.83	1.60E-20
323.84	1.56E-20
323.85	1.57E-20
323.86	1.50E-20
323.86	1.44E-20
323.87	1.46E-20
323.88	1.45E-20
323.89	1.55E-20
323.90	1.67E-20
323.90	1.66E-20
323.91	1.56E-20
323.92	1.64E-20
323.93	1.61E-20
323.94	1.59E-20
323.95	1.65E-20
323.95	1.70E-20
323.96	1.64E-20
323.97	1.68E-20
323.98	1.63E-20
323.99	1.61E-20
324.00	1.66E-20
324.00	1.76E-20
324.01	1.76E-20
324.02	1.75E-20
324.03	1.74E-20
324.04	1.78E-20
324.04	1.82E-20
324.05	1.70E-20
324.06	1.57E-20
324.07	1.72E-20
324.08	1.80E-20
324.09	1.73E-20
324.09	1.63E-20
324.10	1.84E-20
324.11	1.91E-20
324.12	1.87E-20
324.13	1.79E-20
324.13	1.74E-20
324.14	1.84E-20
324.15	1.84E-20
324.16	1.69E-20
324.17	1.63E-20
324.18	1.71E-20
324.18	1.61E-20
324.19	1.50E-20
324.20	1.53E-20
324.21	1.54E-20
324.22	1.54E-20
324.23	1.76E-20
324.23	1.61E-20
324.24	1.41E-20
324.25	1.45E-20
324.26	1.59E-20
324.27	1.50E-20
324.27	1.51E-20
324.28	1.50E-20
324.29	1.43E-20
324.30	1.36E-20
324.31	1.37E-20
324.32	1.37E-20
324.32	1.43E-20
324.33	1.44E-20
324.34	1.43E-20
324.35	1.43E-20
324.36	1.41E-20
324.36	1.33E-20
324.37	1.31E-20
324.38	1.28E-20
324.39	1.22E-20
324.40	1.24E-20
324.41	1.34E-20
324.41	1.36E-20
324.42	1.29E-20
324.43	1.21E-20
324.44	1.22E-20
324.45	1.36E-20
324.45	1.37E-20
324.46	1.31E-20
324.47	1.24E-20
324.48	1.22E-20
324.49	1.19E-20
324.50	1.20E-20
324.50	1.12E-20
324.51	1.02E-20
324.52	1.02E-20
324.53	1.24E-20
324.54	1.19E-20
324.55	1.21E-20
324.55	1.25E-20
324.56	1.22E-20
324.57	1.07E-20
324.58	1.23E-20
324.59	1.27E-20
324.59	1.28E-20
324.60	1.31E-20
324.61	1.35E-20
324.62	1.26E-20
324.63	1.25E-20
324.64	1.22E-20
324.64	1.19E-20
324.65	1.22E-20
324.66	1.16E-20
324.67	1.05E-20
324.68	1.06E-20
324.68	1.13E-20
324.69	1.16E-20
324.70	1.23E-20
324.71	1.30E-20
324.72	1.24E-20
324.73	1.17E-20
324.73	1.19E-20
324.74	1.27E-20
324.75	1.14E-20
324.76	1.11E-20
324.77	1.11E-20
324.78	1.08E-20
324.78	1.04E-20
324.79	1.08E-20
324.80	1.07E-20
324.81	1.16E-20
324.82	1.30E-20
324.82	1.21E-20
324.83	1.12E-20
324.84	1.20E-20
324.85	1.19E-20
324.86	1.08E-20
324.87	1.02E-20
324.87	1.14E-20
324.88	1.28E-20
324.89	1.28E-20
324.90	1.25E-20
324.91	1.38E-20
324.91	1.49E-20
324.92	1.41E-20
324.93	1.45E-20
324.94	1.44E-20
324.95	1.22E-20
324.96	1.15E-20
324.96	1.31E-20
324.97	1.31E-20
324.98	1.21E-20
324.99	1.15E-20
325.00	1.11E-20
325.00	1.07E-20
325.01	1.05E-20
325.02	1.12E-20
325.03	1.26E-20
325.04	1.25E-20
325.05	1.14E-20
325.05	1.18E-20
325.06	1.25E-20
325.07	1.29E-20
325.08	1.37E-20
325.09	1.37E-20
325.10	1.42E-20
325.10	1.48E-20
325.11	1.48E-20
325.12	1.33E-20
325.13	1.45E-20
325.14	1.51E-20
325.14	1.40E-20
325.15	1.27E-20
325.16	1.45E-20
325.17	1.60E-20
325.18	1.43E-20
325.19	1.40E-20
325.19	1.47E-20
325.20	1.46E-20
325.21	1.31E-20
325.22	1.31E-20
325.23	1.30E-20
325.23	1.25E-20
325.24	1.14E-20
325.25	1.11E-20
325.26	1.33E-20
325.27	1.35E-20
325.28	1.25E-20
325.28	1.24E-20
325.29	1.37E-20
325.30	1.18E-20
325.31	1.09E-20
325.32	1.02E-20
325.33	9.51E-21
325.33	1.06E-20
325.34	1.17E-20
325.35	1.18E-20
325.36	1.21E-20
325.37	1.26E-20
325.37	1.11E-20
325.38	1.17E-20
325.39	1.15E-20
325.40	1.11E-20
325.41	1.11E-20
325.42	1.22E-20
325.42	1.05E-20
325.43	1.04E-20
325.44	1.07E-20
325.45	1.07E-20
325.46	1.09E-20
325.46	1.07E-20
325.47	1.01E-20
325.48	1.02E-20
325.49	1.09E-20
325.50	1.10E-20
325.51	1.15E-20
325.51	1.06E-20
325.52	9.59E-21
325.53	9.63E-21
325.54	1.14E-20
325.55	1.01E-20
325.55	8.47E-21
325.56	8.57E-21
325.57	1.01E-20
325.58	1.14E-20
325.59	1.15E-20
325.60	1.08E-20
325.60	1.07E-20
325.61	1.11E-20
325.62	1.09E-20
325.63	9.15E-21
325.64	9.89E-21
325.65	1.05E-20
325.65	1.08E-20
325.66	1.14E-20
325.67	1.09E-20
325.68	8.21E-21
325.69	7.79E-21
325.69	8.55E-21
325.70	8.42E-21
325.71	8.83E-21
325.72	9.67E-21
325.73	1.03E-20
325.74	1.08E-20
325.74	1.11E-20
325.75	8.83E-21
325.76	9.93E-21
325.77	1.05E-20
325.78	1.02E-20
325.78	9.89E-21
325.79	1.25E-20
325.80	1.20E-20
325.81	1.00E-20
325.82	8.13E-21
325.83	7.78E-21
325.83	9.45E-21
325.84	1.02E-20
325.85	1.09E-20
325.86	1.09E-20
325.87	9.97E-21
325.88	9.56E-21
325.88	1.14E-20
325.89	1.04E-20
325.90	8.77E-21
325.91	8.74E-21
325.92	1.11E-20
325.92	1.16E-20
325.93	1.05E-20
325.94	9.47E-21
325.95	9.51E-21
325.96	1.03E-20
325.97	9.20E-21
325.97	9.40E-21
325.98	9.87E-21
325.99	9.89E-21
326.00	1.03E-20
326.01	1.00E-20
326.01	9.48E-21
326.02	1.00E-20
326.03	1.11E-20
326.04	8.56E-21
326.05	8.80E-21
326.06	9.79E-21
326.06	9.60E-21
326.07	8.04E-21
326.08	8.39E-21
326.09	7.55E-21
326.10	7.86E-21
326.10	8.72E-21
326.11	9.24E-21
326.12	8.25E-21
326.13	8.58E-21
326.14	8.85E-21
326.15	8.88E-21
326.15	8.63E-21
326.16	8.18E-21
326.17	7.83E-21
326.18	7.36E-21
326.19	6.91E-21
326.20	6.69E-21
326.20	7.00E-21
326.21	7.57E-21
326.22	7.94E-21
326.23	7.85E-21
326.24	7.48E-21
326.24	7.99E-21
326.25	8.79E-21
326.26	8.14E-21
326.27	7.80E-21
326.28	8.66E-21
326.29	9.69E-21
326.29	8.56E-21
326.30	8.51E-21
326.31	7.68E-21
326.32	5.55E-21
326.33	5.21E-21
326.33	7.24E-21
326.34	6.06E-21
326.35	5.09E-21
326.36	6.30E-21
326.37	7.01E-21
326.38	6.53E-21
326.38	7.98E-21
326.39	8.56E-21
326.40	6.91E-21
326.41	5.93E-21
326.42	6.69E-21
326.43	6.44E-21
326.43	5.77E-21
326.44	5.59E-21
326.45	6.68E-21
326.46	6.98E-21
326.47	6.72E-21
326.47	6.98E-21
326.48	7.93E-21
326.49	6.96E-21
326.50	5.58E-21
326.51	5.79E-21
326.52	6.53E-21
326.52	6.64E-21
326.53	5.84E-21
326.54	5.52E-21
326.55	5.86E-21
326.56	6.63E-21
326.56	7.35E-21
326.57	6.69E-21
326.58	5.24E-21
326.59	5.24E-21
326.60	5.92E-21
326.61	6.18E-21
326.61	5.82E-21
326.62	5.70E-21
326.63	5.41E-21
326.64	5.31E-21
326.65	5.68E-21
326.65	5.67E-21
326.66	6.95E-21
326.67	6.79E-21
326.68	5.78E-21
326.69	5.45E-21
326.70	7.60E-21
326.70	5.59E-21
326.71	5.55E-21
326.72	7.19E-21
326.73	8.08E-21
326.74	4.66E-21
326.75	5.43E-21
326.75	6.06E-21
326.76	5.78E-21
326.77	5.29E-21
326.78	6.23E-21
326.79	6.15E-21
326.79	6.78E-21
326.80	7.60E-21
326.81	7.10E-21
326.82	5.61E-21
326.83	4.84E-21
326.84	4.88E-21
326.84	5.82E-21
326.85	7.52E-21
326.86	5.87E-21
326.87	4.66E-21
326.88	5.03E-21
326.88	6.28E-21
326.89	6.22E-21
326.90	5.74E-21
326.91	5.32E-21
326.92	5.95E-21
326.93	7.34E-21
326.93	7.72E-21
326.94	5.60E-21
326.95	5.89E-21
326.96	6.29E-21
326.97	5.94E-21
326.98	6.24E-21
326.98	7.23E-21
326.99	6.13E-21
327.00	5.74E-21
327.01	7.00E-21
327.02	6.93E-21
327.02	6.24E-21
327.03	6.21E-21
327.04	6.03E-21
327.05	5.63E-21
327.06	7.49E-21
327.07	6.49E-21
327.07	5.86E-21
327.08	6.50E-21
327.09	8.15E-21
327.10	6.91E-21
327.11	7.40E-21
327.11	7.67E-21
327.12	7.70E-21
327.13	7.92E-21
327.14	9.00E-21
327.15	7.74E-21
327.16	7.47E-21
327.16	8.08E-21
327.17	8.28E-21
327.18	6.61E-21
327.19	6.09E-21
327.20	5.89E-21
327.20	6.02E-21
327.21	6.80E-21
327.22	7.47E-21
327.23	7.73E-21
327.24	7.81E-21
327.25	7.87E-21
327.25	8.03E-21
327.26	8.87E-21
327.27	8.40E-21
327.28	7.74E-21
327.29	7.71E-21
327.30	8.95E-21
327.30	8.67E-21
327.31	8.64E-21
327.32	9.18E-21
327.33	9.92E-21
327.34	9.44E-21
327.34	9.57E-21
327.35	9.82E-21
327.36	9.28E-21
327.37	7.90E-21
327.38	8.01E-21
327.39	7.98E-21
327.39	7.19E-21
327.40	7.01E-21
327.41	8.25E-21
327.42	8.40E-21
327.43	6.59E-21
327.43	5.11E-21
327.44	4.70E-21
327.45	5.56E-21
327.46	6.34E-21
327.47	6.35E-21
327.48	6.89E-21
327.48	7.53E-21
327.49	7.19E-21
327.50	6.74E-21
327.51	7.12E-21
327.52	6.81E-21
327.53	5.94E-21
327.53	5.73E-21
327.54	6.09E-21
327.55	5.81E-21
327.56	5.69E-21
327.57	6.18E-21
327.57	7.52E-21
327.58	7.51E-21
327.59	6.90E-21
327.60	6.66E-21
327.61	7.07E-21
327.62	7.20E-21
327.62	7.45E-21
327.63	6.81E-21
327.64	5.96E-21
327.65	5.62E-21
327.66	5.97E-21
327.66	5.63E-21
327.67	6.93E-21
327.68	7.73E-21
327.69	5.76E-21
327.70	4.35E-21
327.71	6.59E-21
327.71	7.29E-21
327.72	6.67E-21
327.73	6.86E-21
327.74	4.94E-21
327.75	3.48E-21
327.75	3.89E-21
327.76	5.04E-21
327.77	3.75E-21
