#Wavelength (nm)	Absorption cross-section (cm2/molecule)
280.30	7.65E-19
280.31	7.76E-19
280.31	7.85E-19
280.32	7.84E-19
280.33	7.70E-19
280.34	7.67E-19
280.35	7.50E-19
280.36	7.33E-19
280.36	7.42E-19
280.37	7.31E-19
280.38	7.43E-19
280.39	7.44E-19
280.40	7.57E-19
280.41	7.44E-19
280.41	7.30E-19
280.42	7.38E-19
280.43	7.37E-19
280.44	7.51E-19
280.45	7.32E-19
280.45	7.34E-19
280.46	7.35E-19
280.47	7.34E-19
280.48	7.43E-19
280.49	7.36E-19
280.50	7.26E-19
280.50	7.25E-19
280.51	7.42E-19
280.52	7.33E-19
280.53	7.11E-19
280.54	7.54E-19
280.54	7.37E-19
280.55	7.27E-19
280.56	7.37E-19
280.57	7.28E-19
280.58	7.37E-19
280.59	7.30E-19
280.59	7.35E-19
280.60	7.27E-19
280.61	7.37E-19
280.62	7.22E-19
280.63	7.17E-19
280.63	7.16E-19
280.64	7.18E-19
280.65	7.44E-19
280.66	7.17E-19
280.67	7.23E-19
280.68	7.22E-19
280.68	7.36E-19
280.69	7.41E-19
280.70	7.29E-19
280.71	7.16E-19
280.72	7.03E-19
280.73	7.17E-19
280.73	7.06E-19
280.74	6.89E-19
280.75	6.90E-19
280.76	6.89E-19
280.77	6.76E-19
280.77	6.72E-19
280.78	6.64E-19
280.79	6.57E-19
280.80	6.48E-19
280.81	6.44E-19
280.82	6.51E-19
280.82	6.56E-19
280.83	6.69E-19
280.84	6.57E-19
280.85	6.52E-19
280.86	6.52E-19
280.86	6.43E-19
280.87	6.54E-19
280.88	6.48E-19
280.89	6.26E-19
280.90	6.24E-19
280.91	6.25E-19
280.91	6.29E-19
280.92	6.30E-19
280.93	6.44E-19
280.94	6.43E-19
280.95	6.40E-19
280.96	6.62E-19
280.96	6.62E-19
280.97	6.65E-19
280.98	6.65E-19
280.99	6.83E-19
281.00	6.98E-19
281.00	6.98E-19
281.01	7.14E-19
281.02	7.17E-19
281.03	6.99E-19
281.04	7.04E-19
281.05	6.98E-19
281.05	6.94E-19
281.06	7.05E-19
281.07	6.91E-19
281.08	6.99E-19
281.09	7.41E-19
281.09	7.80E-19
281.10	7.83E-19
281.11	7.71E-19
281.12	7.74E-19
281.13	7.84E-19
281.14	7.46E-19
281.14	7.47E-19
281.15	7.87E-19
281.16	7.67E-19
281.17	7.71E-19
281.18	7.47E-19
281.18	7.32E-19
281.19	7.24E-19
281.20	7.17E-19
281.21	7.20E-19
281.22	7.28E-19
281.23	7.43E-19
281.23	7.51E-19
281.24	7.41E-19
281.25	7.49E-19
281.26	7.76E-19
281.27	7.63E-19
281.28	8.02E-19
281.28	8.05E-19
281.29	7.71E-19
281.30	7.68E-19
281.31	7.72E-19
281.32	7.78E-19
281.32	8.00E-19
281.33	8.14E-19
281.34	8.09E-19
281.35	8.11E-19
281.36	7.98E-19
281.37	8.28E-19
281.37	8.44E-19
281.38	8.48E-19
281.39	8.40E-19
281.40	8.36E-19
281.41	8.77E-19
281.41	9.17E-19
281.42	9.17E-19
281.43	9.00E-19
281.44	8.98E-19
281.45	9.03E-19
281.46	9.13E-19
281.46	8.57E-19
281.47	8.80E-19
281.48	9.51E-19
281.49	9.18E-19
281.50	8.87E-19
281.51	9.02E-19
281.51	9.18E-19
281.52	9.10E-19
281.53	9.29E-19
281.54	9.29E-19
281.55	9.12E-19
281.55	9.18E-19
281.56	9.39E-19
281.57	9.50E-19
281.58	9.29E-19
281.59	9.02E-19
281.60	9.43E-19
281.60	9.14E-19
281.61	8.48E-19
281.62	8.47E-19
281.63	8.38E-19
281.64	8.53E-19
281.64	8.69E-19
281.65	8.54E-19
281.66	8.67E-19
281.67	8.92E-19
281.68	8.59E-19
281.69	8.57E-19
281.69	8.87E-19
281.70	9.20E-19
281.71	9.00E-19
281.72	9.05E-19
281.73	9.27E-19
281.73	8.93E-19
281.74	9.14E-19
281.75	9.17E-19
281.76	9.05E-19
281.77	9.24E-19
281.78	9.56E-19
281.78	9.39E-19
281.79	9.43E-19
281.80	9.57E-19
281.81	9.33E-19
281.82	9.40E-19
281.83	9.06E-19
281.83	8.86E-19
281.84	9.05E-19
281.85	9.22E-19
281.86	9.23E-19
281.87	9.08E-19
281.87	8.83E-19
281.88	8.91E-19
281.89	8.81E-19
281.90	8.66E-19
281.91	8.60E-19
281.92	8.68E-19
281.92	8.90E-19
281.93	8.68E-19
281.94	8.59E-19
281.95	8.67E-19
281.96	8.67E-19
281.96	8.55E-19
281.97	8.58E-19
281.98	8.44E-19
281.99	8.61E-19
282.00	8.70E-19
282.01	8.64E-19
282.01	8.59E-19
282.02	8.27E-19
282.03	8.12E-19
282.04	8.06E-19
282.05	8.24E-19
282.06	8.37E-19
282.06	8.45E-19
282.07	8.23E-19
282.08	8.54E-19
282.09	8.46E-19
282.10	8.16E-19
282.10	8.35E-19
282.11	8.30E-19
282.12	8.25E-19
282.13	8.02E-19
282.14	8.02E-19
282.15	7.83E-19
282.15	7.68E-19
282.16	7.63E-19
282.17	7.57E-19
282.18	7.78E-19
282.19	7.55E-19
282.19	7.54E-19
282.20	7.74E-19
282.21	7.90E-19
282.22	7.81E-19
282.23	7.58E-19
282.24	7.57E-19
282.24	7.49E-19
282.25	7.33E-19
282.26	7.23E-19
282.27	7.21E-19
282.28	7.17E-19
282.28	7.03E-19
282.29	7.15E-19
282.30	7.06E-19
282.31	6.90E-19
282.32	6.85E-19
282.33	6.77E-19
282.33	6.76E-19
282.34	6.75E-19
282.35	6.72E-19
282.36	6.63E-19
282.37	6.67E-19
282.38	6.63E-19
282.38	6.62E-19
282.39	6.54E-19
282.40	6.50E-19
282.41	6.54E-19
282.42	6.58E-19
282.42	6.79E-19
282.43	6.65E-19
282.44	6.64E-19
282.45	6.79E-19
282.46	6.86E-19
282.47	6.93E-19
282.47	6.94E-19
282.48	6.84E-19
282.49	6.81E-19
282.50	6.76E-19
282.51	6.69E-19
282.51	6.48E-19
282.52	6.46E-19
282.53	6.60E-19
282.54	6.45E-19
282.55	6.73E-19
282.56	6.86E-19
282.56	6.68E-19
282.57	6.67E-19
282.58	6.81E-19
282.59	6.80E-19
282.60	6.61E-19
282.61	6.53E-19
282.61	6.55E-19
282.62	6.60E-19
282.63	6.61E-19
282.64	6.67E-19
282.65	6.77E-19
282.65	6.80E-19
282.66	6.58E-19
282.67	6.51E-19
282.68	6.56E-19
282.69	6.36E-19
282.70	6.36E-19
282.70	6.31E-19
282.71	6.20E-19
282.72	6.27E-19
282.73	6.30E-19
282.74	6.31E-19
282.74	6.16E-19
282.75	6.03E-19
282.76	6.15E-19
282.77	6.13E-19
282.78	6.10E-19
282.79	6.22E-19
282.79	6.13E-19
282.80	6.07E-19
282.81	6.14E-19
282.82	6.09E-19
282.83	6.00E-19
282.83	5.97E-19
282.84	5.98E-19
282.85	5.85E-19
282.86	5.83E-19
282.87	5.93E-19
282.88	5.84E-19
282.88	5.83E-19
282.89	5.96E-19
282.90	5.91E-19
282.91	5.79E-19
282.92	5.94E-19
282.93	5.93E-19
282.93	5.89E-19
282.94	6.01E-19
282.95	5.90E-19
282.96	5.84E-19
282.97	5.95E-19
282.97	6.06E-19
282.98	6.30E-19
282.99	6.50E-19
283.00	6.60E-19
283.01	6.67E-19
283.02	6.93E-19
283.02	7.35E-19
283.03	7.48E-19
283.04	7.91E-19
283.05	8.12E-19
283.06	8.01E-19
283.06	8.44E-19
283.07	8.89E-19
283.08	9.36E-19
283.09	9.21E-19
283.10	8.76E-19
283.11	9.06E-19
283.11	9.20E-19
283.12	8.88E-19
283.13	8.92E-19
283.14	9.40E-19
283.15	9.63E-19
283.16	9.54E-19
283.16	9.34E-19
283.17	9.17E-19
283.18	9.75E-19
283.19	9.81E-19
283.20	9.39E-19
283.20	9.59E-19
283.21	9.73E-19
283.22	9.56E-19
283.23	9.59E-19
283.24	9.99E-19
283.25	9.97E-19
283.25	9.91E-19
283.26	9.79E-19
283.27	9.83E-19
283.28	9.93E-19
283.29	9.44E-19
283.29	9.28E-19
283.30	9.55E-19
283.31	9.39E-19
283.32	8.88E-19
283.33	9.28E-19
283.34	9.25E-19
283.34	9.14E-19
283.35	8.99E-19
283.36	8.74E-19
283.37	8.92E-19
283.38	8.71E-19
283.38	8.66E-19
283.39	8.55E-19
283.40	8.75E-19
283.41	9.07E-19
283.42	9.08E-19
283.43	9.00E-19
283.43	8.92E-19
283.44	9.03E-19
283.45	8.85E-19
283.46	8.75E-19
283.47	8.78E-19
283.48	8.85E-19
283.48	8.58E-19
283.49	8.46E-19
283.50	8.60E-19
283.51	8.68E-19
283.52	8.82E-19
283.52	8.72E-19
283.53	8.45E-19
283.54	8.50E-19
283.55	8.56E-19
283.56	8.41E-19
283.57	8.33E-19
283.57	8.31E-19
283.58	8.49E-19
283.59	8.29E-19
283.60	8.46E-19
283.61	8.45E-19
283.61	8.40E-19
283.62	8.67E-19
283.63	8.37E-19
283.64	8.32E-19
283.65	8.13E-19
283.66	7.85E-19
283.66	7.82E-19
283.67	7.97E-19
283.68	8.08E-19
283.69	8.04E-19
283.70	7.94E-19
283.71	7.83E-19
283.71	7.75E-19
283.72	7.52E-19
283.73	7.68E-19
283.74	7.82E-19
283.75	7.61E-19
283.75	7.55E-19
283.76	7.72E-19
283.77	7.84E-19
283.78	7.92E-19
283.79	8.17E-19
283.80	8.16E-19
283.80	7.91E-19
283.81	7.93E-19
283.82	7.86E-19
283.83	7.62E-19
283.84	7.59E-19
283.84	7.46E-19
283.85	7.64E-19
283.86	8.01E-19
283.87	7.98E-19
283.88	7.74E-19
283.89	7.62E-19
283.89	7.48E-19
283.90	7.30E-19
283.91	7.42E-19
283.92	7.23E-19
283.93	7.12E-19
283.93	7.37E-19
283.94	7.34E-19
283.95	7.22E-19
283.96	7.13E-19
283.97	7.08E-19
283.98	7.12E-19
283.98	6.87E-19
283.99	6.77E-19
284.00	6.95E-19
284.01	6.87E-19
284.02	6.98E-19
284.03	7.17E-19
284.03	6.94E-19
284.04	6.57E-19
284.05	6.70E-19
284.06	6.76E-19
284.07	6.48E-19
284.07	6.44E-19
284.08	6.61E-19
284.09	6.79E-19
284.10	7.01E-19
284.11	7.14E-19
284.12	6.98E-19
284.12	6.82E-19
284.13	6.71E-19
284.14	6.59E-19
284.15	6.44E-19
284.16	6.43E-19
284.16	6.63E-19
284.17	6.85E-19
284.18	6.89E-19
284.19	6.72E-19
284.20	6.81E-19
284.21	6.67E-19
284.21	6.61E-19
284.22	6.76E-19
284.23	6.64E-19
284.24	6.68E-19
284.25	6.79E-19
284.26	6.86E-19
284.26	6.82E-19
284.27	6.80E-19
284.28	6.94E-19
284.29	7.13E-19
284.30	7.28E-19
284.30	7.31E-19
284.31	7.66E-19
284.32	7.84E-19
284.33	7.61E-19
284.34	7.52E-19
284.35	7.31E-19
284.35	7.38E-19
284.36	7.37E-19
284.37	7.39E-19
284.38	7.55E-19
284.39	7.45E-19
284.39	7.41E-19
284.40	7.40E-19
284.41	7.56E-19
284.42	7.52E-19
284.43	7.34E-19
284.44	7.28E-19
284.44	7.28E-19
284.45	7.45E-19
284.46	7.49E-19
284.47	7.40E-19
284.48	7.45E-19
284.48	7.52E-19
284.49	7.07E-19
284.50	6.91E-19
284.51	7.13E-19
284.52	7.24E-19
284.53	7.14E-19
284.53	7.11E-19
284.54	7.27E-19
284.55	7.16E-19
284.56	7.20E-19
284.57	7.19E-19
284.58	7.01E-19
284.58	6.94E-19
284.59	7.06E-19
284.60	7.30E-19
284.61	7.29E-19
284.62	7.18E-19
284.62	7.17E-19
284.63	7.19E-19
284.64	7.19E-19
284.65	7.32E-19
284.66	7.36E-19
284.67	7.41E-19
284.67	7.48E-19
284.68	7.60E-19
284.69	7.60E-19
284.70	7.51E-19
284.71	7.79E-19
284.71	7.91E-19
284.72	7.90E-19
284.73	8.03E-19
284.74	8.14E-19
284.75	7.94E-19
284.76	7.99E-19
284.76	8.20E-19
284.77	8.07E-19
284.78	8.37E-19
284.79	8.43E-19
284.80	8.17E-19
284.81	8.14E-19
284.81	8.26E-19
284.82	8.24E-19
284.83	8.06E-19
284.84	8.30E-19
284.85	8.46E-19
284.85	8.51E-19
284.86	8.50E-19
284.87	8.52E-19
284.88	8.53E-19
284.89	8.39E-19
284.90	8.31E-19
284.90	8.20E-19
284.91	8.10E-19
284.92	8.16E-19
284.93	8.14E-19
284.94	8.10E-19
284.94	8.33E-19
284.95	8.08E-19
284.96	7.97E-19
284.97	8.18E-19
284.98	8.22E-19
284.99	8.54E-19
284.99	8.44E-19
285.00	8.48E-19
285.01	8.63E-19
285.02	8.56E-19
285.03	8.41E-19
285.03	8.47E-19
285.04	8.65E-19
285.05	8.52E-19
285.06	8.57E-19
285.07	8.74E-19
285.08	9.00E-19
285.08	9.03E-19
285.09	9.05E-19
285.10	9.45E-19
285.11	9.62E-19
285.12	9.69E-19
285.13	1.03E-18
285.13	1.04E-18
285.14	1.02E-18
285.15	1.07E-18
285.16	1.08E-18
285.17	1.07E-18
285.17	1.04E-18
285.18	1.01E-18
285.19	1.04E-18
285.20	1.02E-18
285.21	1.01E-18
285.22	1.01E-18
285.22	1.02E-18
285.23	1.06E-18
285.24	1.07E-18
285.25	1.04E-18
285.26	1.04E-18
285.26	1.06E-18
285.27	1.09E-18
285.28	1.10E-18
285.29	1.11E-18
285.30	1.12E-18
285.31	1.04E-18
285.31	1.06E-18
285.32	1.04E-18
285.33	9.96E-19
285.34	1.03E-18
285.35	9.65E-19
285.36	9.91E-19
285.36	9.77E-19
285.37	9.88E-19
285.38	1.01E-18
285.39	9.63E-19
285.40	9.81E-19
285.40	9.82E-19
285.41	9.72E-19
285.42	9.70E-19
285.43	9.68E-19
285.44	9.61E-19
285.45	9.56E-19
285.45	9.48E-19
285.46	9.51E-19
285.47	9.54E-19
285.48	9.23E-19
285.49	9.09E-19
285.49	8.97E-19
285.50	8.87E-19
285.51	8.69E-19
285.52	8.79E-19
285.53	8.70E-19
285.54	8.44E-19
285.54	8.53E-19
285.55	8.48E-19
285.56	8.82E-19
285.57	8.97E-19
285.58	8.69E-19
285.58	8.69E-19
285.59	8.69E-19
285.60	8.55E-19
285.61	8.45E-19
285.62	8.53E-19
285.63	8.51E-19
285.63	8.39E-19
285.64	8.30E-19
285.65	8.08E-19
285.66	8.00E-19
285.67	8.05E-19
285.68	8.00E-19
285.68	8.09E-19
285.69	7.99E-19
285.70	7.94E-19
285.71	8.19E-19
285.72	8.08E-19
285.72	7.86E-19
285.73	7.86E-19
285.74	7.85E-19
285.75	7.71E-19
285.76	7.73E-19
285.77	7.82E-19
285.77	7.73E-19
285.78	7.79E-19
285.79	7.99E-19
285.80	8.06E-19
285.81	8.12E-19
285.81	8.11E-19
285.82	8.12E-19
285.83	8.08E-19
285.84	7.92E-19
285.85	7.96E-19
285.86	8.00E-19
285.86	7.91E-19
285.87	7.64E-19
285.88	7.62E-19
285.89	7.68E-19
285.90	7.40E-19
285.91	7.57E-19
285.91	7.61E-19
285.92	7.33E-19
285.93	7.37E-19
285.94	7.34E-19
285.95	7.16E-19
285.95	6.96E-19
285.96	6.91E-19
285.97	7.08E-19
285.98	6.98E-19
285.99	6.82E-19
286.00	6.96E-19
286.00	6.92E-19
286.01	6.84E-19
286.02	6.84E-19
286.03	6.81E-19
286.04	6.90E-19
286.04	6.84E-19
286.05	6.78E-19
286.06	6.80E-19
286.07	6.68E-19
286.08	6.67E-19
286.09	6.69E-19
286.09	6.69E-19
286.10	6.79E-19
286.11	6.93E-19
286.12	6.80E-19
286.13	6.83E-19
286.13	6.90E-19
286.14	6.62E-19
286.15	6.70E-19
286.16	6.73E-19
286.17	6.58E-19
286.18	6.54E-19
286.18	6.39E-19
286.19	6.34E-19
286.20	6.35E-19
286.21	6.39E-19
286.22	6.37E-19
286.23	6.33E-19
286.23	6.29E-19
286.24	6.31E-19
286.25	6.35E-19
286.26	6.30E-19
286.27	6.22E-19
286.27	6.04E-19
286.28	6.20E-19
286.29	6.22E-19
286.30	6.14E-19
286.31	6.19E-19
286.32	6.05E-19
286.32	6.23E-19
286.33	6.12E-19
286.34	6.31E-19
286.35	6.54E-19
286.36	6.34E-19
286.36	6.34E-19
286.37	6.14E-19
286.38	5.97E-19
286.39	5.94E-19
286.40	5.94E-19
286.41	6.09E-19
286.41	6.17E-19
286.42	6.22E-19
286.43	6.16E-19
286.44	6.07E-19
286.45	6.26E-19
286.46	6.52E-19
286.46	6.73E-19
286.47	6.94E-19
286.48	7.28E-19
286.49	7.70E-19
286.50	7.96E-19
286.50	7.71E-19
286.51	7.53E-19
286.52	7.92E-19
286.53	7.72E-19
286.54	7.55E-19
286.55	7.67E-19
286.55	7.71E-19
286.56	8.29E-19
286.57	8.37E-19
286.58	8.28E-19
286.59	8.53E-19
286.59	8.74E-19
286.60	8.88E-19
286.61	8.89E-19
286.62	9.08E-19
286.63	9.57E-19
286.64	9.82E-19
286.64	9.54E-19
286.65	9.49E-19
286.66	9.90E-19
286.67	1.01E-18
286.68	9.92E-19
286.68	9.77E-19
286.69	9.77E-19
286.70	9.62E-19
286.71	9.79E-19
286.72	9.82E-19
286.73	9.97E-19
286.73	1.04E-18
286.74	1.06E-18
286.75	1.05E-18
286.76	1.01E-18
286.77	1.02E-18
286.78	1.02E-18
286.78	1.01E-18
286.79	1.01E-18
286.80	9.71E-19
286.81	1.00E-18
286.82	1.02E-18
286.82	9.89E-19
286.83	1.02E-18
286.84	1.05E-18
286.85	1.02E-18
286.86	1.01E-18
286.87	1.03E-18
286.87	1.02E-18
286.88	1.01E-18
286.89	1.04E-18
286.90	1.01E-18
286.91	9.70E-19
286.91	9.91E-19
286.92	9.81E-19
286.93	9.59E-19
286.94	9.95E-19
286.95	9.93E-19
286.96	9.67E-19
286.96	9.79E-19
286.97	1.00E-18
286.98	1.05E-18
286.99	1.00E-18
287.00	9.26E-19
287.01	9.22E-19
287.01	9.11E-19
287.02	9.30E-19
287.03	9.31E-19
287.04	9.66E-19
287.05	9.94E-19
287.05	9.67E-19
287.06	9.89E-19
287.07	1.02E-18
287.08	1.04E-18
287.09	1.01E-18
287.10	9.94E-19
287.10	9.91E-19
287.11	9.55E-19
287.12	9.48E-19
287.13	9.49E-19
287.14	9.05E-19
287.14	9.03E-19
287.15	9.26E-19
287.16	9.05E-19
287.17	9.01E-19
287.18	9.06E-19
287.19	9.05E-19
287.19	8.89E-19
287.20	8.56E-19
287.21	8.36E-19
287.22	8.37E-19
287.23	8.49E-19
287.23	8.40E-19
287.24	8.40E-19
287.25	8.42E-19
287.26	8.57E-19
287.27	8.74E-19
287.28	8.66E-19
287.28	8.59E-19
287.29	8.29E-19
287.30	8.20E-19
287.31	8.11E-19
287.32	8.19E-19
287.33	8.51E-19
287.33	8.41E-19
287.34	8.41E-19
287.35	8.52E-19
287.36	8.50E-19
287.37	8.50E-19
287.37	8.51E-19
287.38	8.68E-19
287.39	8.70E-19
287.40	8.45E-19
287.41	8.38E-19
287.42	8.47E-19
287.42	8.55E-19
287.43	8.43E-19
287.44	8.37E-19
287.45	8.47E-19
287.46	8.44E-19
287.46	8.57E-19
287.47	8.33E-19
287.48	8.14E-19
287.49	8.35E-19
287.50	8.27E-19
287.51	8.46E-19
287.51	8.29E-19
287.52	8.17E-19
287.53	8.56E-19
287.54	8.21E-19
287.55	7.87E-19
287.56	8.05E-19
287.56	8.14E-19
287.57	7.83E-19
287.58	7.68E-19
287.59	7.67E-19
287.60	7.59E-19
287.60	7.77E-19
287.61	7.79E-19
287.62	7.69E-19
287.63	7.70E-19
287.64	7.71E-19
287.65	7.81E-19
287.65	7.86E-19
287.66	7.62E-19
287.67	7.48E-19
287.68	7.72E-19
287.69	7.78E-19
287.69	7.71E-19
287.70	7.66E-19
287.71	7.50E-19
287.72	7.36E-19
287.73	7.09E-19
287.74	7.02E-19
287.74	7.02E-19
287.75	7.10E-19
287.76	7.17E-19
287.77	7.08E-19
287.78	7.38E-19
287.79	7.33E-19
287.79	7.32E-19
287.80	7.48E-19
287.81	7.56E-19
287.82	7.87E-19
287.83	7.48E-19
287.83	7.41E-19
287.84	7.52E-19
287.85	7.29E-19
287.86	7.36E-19
287.87	7.43E-19
287.88	7.31E-19
287.88	7.08E-19
287.89	6.96E-19
287.90	6.77E-19
287.91	6.70E-19
287.92	6.77E-19
287.92	6.72E-19
287.93	6.86E-19
287.94	6.84E-19
287.95	6.73E-19
287.96	6.67E-19
287.97	6.61E-19
287.97	6.79E-19
287.98	6.96E-19
287.99	7.07E-19
288.00	7.07E-19
288.01	7.02E-19
288.01	7.10E-19
288.02	7.00E-19
288.03	6.88E-19
288.04	6.89E-19
288.05	6.97E-19
288.06	7.09E-19
288.06	7.05E-19
288.07	6.77E-19
288.08	6.57E-19
288.09	6.72E-19
288.10	6.67E-19
288.11	6.59E-19
288.11	6.66E-19
288.12	6.60E-19
288.13	6.65E-19
288.14	6.69E-19
288.15	6.75E-19
288.15	6.70E-19
288.16	6.86E-19
288.17	6.85E-19
288.18	6.72E-19
288.19	6.90E-19
288.20	6.69E-19
288.20	6.61E-19
288.21	6.58E-19
288.22	6.54E-19
288.23	6.53E-19
288.24	6.28E-19
288.24	6.25E-19
288.25	6.17E-19
288.26	6.13E-19
288.27	6.15E-19
288.28	6.24E-19
288.29	6.37E-19
288.29	6.35E-19
288.30	6.33E-19
288.31	6.28E-19
288.32	6.24E-19
288.33	6.16E-19
288.34	6.32E-19
288.34	6.49E-19
288.35	6.54E-19
288.36	6.88E-19
288.37	6.97E-19
288.38	6.88E-19
288.38	7.01E-19
288.39	7.06E-19
288.40	7.03E-19
288.41	7.14E-19
288.42	7.20E-19
288.43	7.25E-19
288.43	7.10E-19
288.44	7.14E-19
288.45	7.27E-19
288.46	7.04E-19
288.47	7.23E-19
288.47	7.25E-19
288.48	7.43E-19
288.49	7.43E-19
288.50	7.20E-19
288.51	7.46E-19
288.52	7.29E-19
288.52	7.27E-19
288.53	7.26E-19
288.54	7.27E-19
288.55	7.43E-19
288.56	7.57E-19
288.56	8.10E-19
288.57	8.34E-19
288.58	8.50E-19
288.59	8.75E-19
288.60	8.96E-19
288.61	9.21E-19
288.61	9.07E-19
288.62	8.77E-19
288.63	8.76E-19
288.64	9.01E-19
288.65	9.19E-19
288.66	9.36E-19
288.66	9.58E-19
288.67	9.86E-19
288.68	1.00E-18
288.69	9.98E-19
288.70	1.00E-18
288.70	9.93E-19
288.71	9.94E-19
288.72	9.94E-19
288.73	9.61E-19
288.74	9.73E-19
288.75	1.03E-18
288.75	1.05E-18
288.76	1.08E-18
288.77	1.07E-18
288.78	1.07E-18
288.79	1.05E-18
288.79	1.02E-18
288.80	1.07E-18
288.81	1.06E-18
288.82	1.05E-18
288.83	1.07E-18
288.84	1.02E-18
288.84	1.04E-18
288.85	1.03E-18
288.86	1.02E-18
288.87	1.05E-18
288.88	1.02E-18
288.89	1.04E-18
288.89	1.02E-18
288.90	1.00E-18
288.91	9.96E-19
288.92	9.69E-19
288.93	9.47E-19
288.93	9.36E-19
288.94	9.57E-19
288.95	9.54E-19
288.96	9.29E-19
288.97	9.41E-19
288.98	9.54E-19
288.98	9.39E-19
288.99	9.46E-19
289.00	9.61E-19
289.01	9.35E-19
289.02	9.02E-19
289.02	8.88E-19
289.03	8.78E-19
289.04	8.77E-19
289.05	8.74E-19
289.06	8.66E-19
289.07	8.70E-19
289.07	8.54E-19
289.08	8.47E-19
289.09	8.63E-19
289.10	8.57E-19
289.11	8.91E-19
289.11	9.20E-19
289.12	8.80E-19
289.13	8.60E-19
289.14	8.55E-19
289.15	8.58E-19
289.16	8.47E-19
289.16	8.06E-19
289.17	7.98E-19
289.18	7.97E-19
289.19	7.91E-19
289.20	7.66E-19
289.21	7.58E-19
289.21	7.76E-19
289.22	7.75E-19
289.23	7.78E-19
289.24	7.48E-19
289.25	7.42E-19
289.25	7.37E-19
289.26	7.12E-19
289.27	7.13E-19
289.28	6.88E-19
289.29	6.93E-19
289.30	6.74E-19
289.30	6.62E-19
289.31	6.71E-19
289.32	6.52E-19
289.33	6.53E-19
289.34	6.31E-19
289.34	6.49E-19
289.35	6.48E-19
289.36	6.42E-19
289.37	6.54E-19
289.38	6.23E-19
289.39	6.39E-19
289.39	6.32E-19
289.40	6.28E-19
289.41	6.48E-19
289.42	6.39E-19
289.43	6.52E-19
289.44	6.57E-19
289.44	6.57E-19
289.45	6.42E-19
289.46	6.28E-19
289.47	6.27E-19
289.48	6.20E-19
289.48	6.26E-19
289.49	6.27E-19
289.50	6.35E-19
289.51	6.33E-19
289.52	6.20E-19
289.53	6.21E-19
289.53	6.25E-19
289.54	6.25E-19
289.55	6.15E-19
289.56	6.19E-19
289.57	6.34E-19
289.57	6.23E-19
289.58	6.10E-19
289.59	6.19E-19
289.60	6.18E-19
289.61	6.26E-19
289.62	6.53E-19
289.62	6.67E-19
289.63	6.72E-19
289.64	6.79E-19
289.65	6.95E-19
289.66	7.05E-19
289.66	7.25E-19
289.67	7.35E-19
289.68	7.05E-19
289.69	7.01E-19
289.70	7.10E-19
289.71	6.94E-19
289.71	6.80E-19
289.72	6.68E-19
289.73	6.66E-19
289.74	6.74E-19
289.75	6.72E-19
289.76	6.66E-19
289.76	6.69E-19
289.77	6.69E-19
289.78	6.72E-19
289.79	6.83E-19
289.80	6.71E-19
289.80	6.67E-19
289.81	6.87E-19
289.82	6.99E-19
289.83	7.35E-19
289.84	7.33E-19
289.85	6.97E-19
289.85	7.24E-19
289.86	7.14E-19
289.87	6.95E-19
289.88	7.19E-19
289.89	7.17E-19
289.89	7.29E-19
289.90	7.15E-19
289.91	7.04E-19
289.92	7.25E-19
289.93	7.01E-19
289.94	6.95E-19
289.94	7.05E-19
289.95	7.03E-19
289.96	7.24E-19
289.97	7.21E-19
289.98	6.99E-19
289.99	7.13E-19
289.99	7.25E-19
290.00	7.30E-19
290.01	8.01E-19
290.02	8.50E-19
290.03	8.54E-19
290.03	8.80E-19
290.04	8.63E-19
290.05	8.77E-19
290.06	9.27E-19
290.07	8.99E-19
290.08	8.40E-19
290.08	8.37E-19
290.09	8.59E-19
290.10	8.49E-19
290.11	8.70E-19
290.12	8.73E-19
290.12	8.31E-19
290.13	8.29E-19
290.14	8.44E-19
290.15	8.57E-19
290.16	8.39E-19
290.17	8.17E-19
290.17	8.07E-19
290.18	7.96E-19
290.19	8.13E-19
290.20	8.18E-19
290.21	8.26E-19
290.21	8.30E-19
290.22	7.73E-19
290.23	7.45E-19
290.24	7.95E-19
290.25	8.17E-19
290.26	7.99E-19
290.26	7.96E-19
290.27	8.00E-19
290.28	8.05E-19
290.29	7.82E-19
290.30	7.46E-19
290.31	7.33E-19
290.31	7.45E-19
290.32	7.70E-19
290.33	7.66E-19
290.34	7.60E-19
290.35	7.70E-19
290.35	7.73E-19
290.36	7.58E-19
290.37	7.47E-19
290.38	7.38E-19
290.39	7.19E-19
290.40	7.45E-19
290.40	7.71E-19
290.41	7.93E-19
290.42	8.39E-19
290.43	8.40E-19
290.44	8.28E-19
290.44	8.16E-19
290.45	8.23E-19
290.46	8.59E-19
290.47	8.26E-19
290.48	7.71E-19
290.49	7.63E-19
290.49	7.83E-19
290.50	8.14E-19
290.51	8.29E-19
290.52	8.57E-19
290.53	8.62E-19
290.54	8.45E-19
290.54	8.67E-19
290.55	8.55E-19
290.56	8.78E-19
290.57	9.20E-19
290.58	9.10E-19
290.58	9.40E-19
290.59	9.04E-19
290.60	9.04E-19
290.61	9.60E-19
290.62	9.20E-19
290.63	9.55E-19
290.63	9.81E-19
290.64	9.28E-19
290.65	9.46E-19
290.66	1.01E-18
290.67	1.06E-18
290.67	1.04E-18
290.68	1.04E-18
290.69	1.06E-18
290.70	1.05E-18
290.71	1.07E-18
290.72	1.04E-18
